State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,Winter,3673,6992,1.9,2616,5259,2.01,2640,5300,2.01,2434,4963,2.04,2524,5160,2.04,2633,5188,1.97,2369,5146,2.17,1936,4024,2.08,2025,4035,1.99,1814,3344,1.84,1457.39,3033.992,2.08,1501.35,2931.771,1.95,1363,2657,1.95,1707,3420,2,740,1555,2.1,1162,2323,2,1058,1993,1.88,624,1341,2.15,862.1,1625,1.88,810,1588,1.96,835,1504,1.8,919.08,1934,2.1,727.76,1381.41,1.9
,Total,9158,17484,1.91,7413,15637,2.11,7196,15644,2.17,6263,14387,2.3,5675,12605,2.22,6030,13786,2.29,5323,12142,2.28,5164,10963,2.12,4991,11043,2.21,4394,9260,2.11,4155.42,9834.356,2.37,3857.03,8555.466,2.22,3514,8116,2.31,4205,9439,2.24,2665,6095,2.29,3843,8560,2.23,2737,6217,2.27,2061,4867,2.36,2234.42,5024,2.25,2314,4930,2.13,3051,6611,2.17,2983.14,6218.743,2.08,2284.84,5137.478,2.25
6. Kollam,Autumn,6703,14645,2.18,5263,11232,2.13,4626,10122,2.19,3412,7693,2.25,3589,8695,2.42,2571,5713,2.22,1615,3904,2.42,1046,2478,2.37,1318,2983,2.26,878,2060,2.35,960.36,2158.512,2.25,619.89,1396.294,2.25,171,413,2.42,275,684,2.49,374,941,2.52,417,1014,2.43,297,829,2.79,311,746,2.4,354.14,807,2.28,484,949,1.96,568,1171,2.06,376.29,783.574,2.08,351.82,856.992,2.44
,Summer,4,4,1,8,19,2.38,24,27,1.13,20,,0,,,,3,5,1.67,3,4,1.33,60,97,1.62,118,83,0.7,104,194,1.87,80.58,136.726,1.7,23.85,36.917,1.55,145,305,2.1,5,5,1,1,2,2,6,12,2,119,92,0.77,327,673,2.06,334.39,880,2.63,336,651,1.94,218,624,2.86,335.58,759.588,2.26,302.48,944.93,3.12
,Winter,8232,16163,1.96,6188,13682,2.21,6807,14055,2.06,6755,14726,2.18,5360,11951,2.23,4644,10345,2.23,3879,8672,2.24,2432,5413,2.23,2423,5226,2.16,2471,5693,2.3,2300.57,4859.449,2.11,1453.06,3335.19,2.3,1071,2210,2.06,1083,2545,2.35,952,2207,2.32,1132,2325,2.05,886,1475,1.66,1285,2883,2.24,1286.06,2827,2.2,1383,2781,2.01,1569,3424,2.18,1179.76,2685,2.28,1139.61,2527.46,2.22
,Total,14939,30812,2.06,11459,24933,2.18,11457,24204,2.11,10187,22419,2.2,8949,20646,2.31,7218,16063,2.23,5497,12580,2.29,3538,7988,2.26,3859,8292,2.15,3453,7947,2.3,3341.51,7154.687,2.14,2096.8,4768.401,2.27,1387,2928,2.11,1363,3234,2.37,1327,3150,2.37,1555,3351,2.15,1302,2396,1.84,1923,4302,2.24,1974.59,4514,2.29,2203,4381,1.99,2355,5219,2.22,1891.63,4228.162,2.24,1793.91,4329.382,2.41
7. Kottayam,Autumn,3878,7836,2.02,2057,4226,2.05,2497,6532,2.62,2564,6823,2.66,2881,8270,2.87,3937,9138,2.32,4149,10767,2.6,2661,6894,2.59,3331,10065,3.02,3940,11484,2.91,5463.56,16064.763,2.94,6810.31,19437.669,2.85,4360,14479,3.32,1106,2834,2.56,5059,14354,2.84,3661,12191,3.33,3192,10152,3.18,4622,11908,2.58,5609.18,936,0.17,1851,3457,1.87,2909,6614,2.27,1673.36,4959.3,2.96,3468.46,11080.055,3.19
,Summer,7074,22409,3.17,5968,12824,2.15,4806,12176,2.53,3720,7978,2.14,3172,7291,2.3,2511,6300,2.51,5473,14887,2.72,5989,15467,2.58,5341,16247,3.04,8396,20295,2.42,7775.37,21435.581,2.76,11635.88,36177.883,3.11,10902,29589,2.71,7823,25574,3.27,9346,27118,2.9,8360,25047,3,9339,25313,2.71,8300,24856,2.99,9777.84,34488,3.53,10678,32218,3.02,10508,33340,3.17,11977.68,32483.445,2.71,10043.12,30177.08,3
,Winter,5725,12810,2.24,7225,17601,2.44,4961,12176,2.45,5218,11394,2.18,7108,17228,2.42,6109,15823,2.59,4192,9896,2.36,2319,6067,2.62,2279,5842,2.56,3138,7634,2.43,1536.12,3469.167,2.26,2964.06,7963.025,2.69,2309,6951,3.01,6817,22321,3.27,2890,7921,2.74,4251,12268,2.89,4685,12565,2.68,4504,12745,2.83,6785.03,26493,3.9,6211,17181,2.77,5074,14314,2.82,4895.57,12919,2.64,4472.4,14453.72,3.23
,Total,16677,43055,2.58,15250,34651,2.27,12264,30884,2.52,11502,26195,2.28,13161,32789,2.49,12557,31261,2.49,13814,35550,2.57,10969,28428,2.59,10951,32154,2.94,15474,39413,2.55,14775.05,40969.511,2.77,21410.25,63578.577,2.97,17571,51019,2.9,15746,50729,3.22,17295,49393,2.86,16272,49506,3.04,17216,48030,2.79,17426,49509,2.84,22172.05,61917,2.79,18740,52856,2.82,18491,54268,2.93,18546.61,50361.745,2.72,17983.98,55710.855,3.1
8. Kozhikode,Autumn,770,980,1.27,652,748,1.15,399,581,1.46,516,710,1.38,431,583,1.35,353,431,1.22,295,397,1.35,232,264,1.14,216,289,1.34,173,221,1.28,144.09,182.379,1.27,115.91,181.903,1.57,143,204,1.43,79,120,1.52,62,62,1,47,58,1.23,58,112,1.93,52,66,1.27,29.39,37,1.26,299,512,1.71,35,53,1.51,118.64,31.693,0.27,16.29,10.812,0.66
,Summer,791,1186,1.5,872,1483,1.7,784,1401,1.79,1058,1815,1.72,644,1300,2.02,684,1325,1.94,571,950,1.66,788,1601,2.03,678,1422,2.1,610,1231,2.02,509.52,1029.511,2.02,528.26,1207.709,2.29,631,1443,2.29,563,1437,2.55,551,1284,2.33,448,936,2.09,432,1211,2.8,909,2069,2.28,626.82,1613,2.57,657,1115,1.7,600,1057,1.76,466.14,1005.807,2.16,463.54,993.12,2.14
,Winter,5176,6879,1.33,4878,6082,1.25,3902,5185,1.33,3611,5054,1.4,3548,4844,1.37,3666,4558,1.24,3429,4745,1.38,2780,3232,1.16,3144,3902,1.24,2494,2850,1.14,2349.43,2601.915,1.11,2276.29,2883.954,1.27,2737,3679,1.34,1791,2293,1.28,1708,2077,1.22,2377,2614,1.1,1497,1612,1.08,1567,1825,1.16,1518.59,1789,1.18,1448,1732,1.2,1462,1553,1.06,1248.9,1382,1.11,1138.73,1266.79,1.11
,Total,6737,9045,1.34,6402,8313,1.3,5085,7167,1.41,5185,7579,1.46,4623,6727,1.46,4703,6314,1.34,4295,6092,1.42,3800,5097,1.34,4038,5613,1.39,3277,4302,1.31,3003.04,3813.805,1.27,2920.46,4273.566,1.46,3511,5326,1.52,2433,3850,1.58,2321,3423,1.47,2872,3608,1.26,1987,2935,1.48,2528,3960,1.57,2174.8,3439,1.58,2404,3359,1.4,2097,2663,1.27,1833.68,2419.5,1.32,1618.56,2270.722,1.4
9. Malappuram,Autumn,6952,13419,1.93,6908,13313,1.93,5781,11308,1.96,5032,10792,2.14,4697,9907,2.11,3605,7732,2.14,4782,10514,2.2,1583,2881,1.82,1744,3819,2.19,1187,2343,1.97,1088.27,2296.7,2.11,766.64,1588.675,2.07,493,1074,2.18,121,272,2.25,494,1020,2.06,395,822,2.08,269,628,2.33,338,706,2.09,265.13,456,1.72,414,748,1.81,295,618,2.09,378.26,696.041,1.84,231.07,541.763,2.34
,Summer,1878,4755,2.53,1723,5108,2.96,1637,5104,3.12,1686,5383,3.19,1590,5396,3.39,1506,4836,3.21,1595,5515,3.46,1528,5268,3.45,1521,4742,3.12,1295,4281,3.31,1770.44,5946.439,3.36,1620.08,5845.584,3.61,1458,5115,3.51,1798,6624,3.68,1940,7577,3.91,2158,8543,3.96,1882,6941,3.69,2456,9768,3.98,2475.59,10516,4.25,2703,10797,3.99,2897,11098,3.83,3104.75,12996.835,4.19,2868.65,11843.9,4.13
,Winter,14318,25623,1.79,14023,25638,1.83,12260,22569,1.84,10953,20569,1.88,10462,21236,2.03,9774,18809,1.92,8732,17094,1.96,6385,13599,2.13,7748,14704,1.9,6356,13269,2.09,6090.74,12826.267,2.11,5140.8,11142.311,2.17,4723,9188,1.95,5630,12813,2.28,5968,13682,2.29,6134,14284,2.33,4989,9642,1.93,4996,13097,2.62,5464.97,16012,2.93,5686,16990,2.99,6187,18788,3.04,6330.44,17662.02,2.79,6496.13,21274.42,3.27
,Total,23148,43797,1.89,22654,44059,1.94,19678,38981,1.98,17671,36744,2.08,16749,36539,2.18,14885,31377,2.11,15109,33123,2.19,9496,21748,2.29,11013,23265,2.11,8838,19893,2.25,8949.45,21069.406,2.35,7527.52,18576.57,2.47,6674,15377,2.3,7549,19709,2.61,8402,22279,2.65,8687,23649,2.72,7140,17211,2.41,7790,23571,3.03,8205.69,26984,3.29,8803,28535,3.24,9379,30504,3.25,9813.45,31354.896,3.2,9595.85,33660.083,3.51
10. Palakkad,Autumn,58580,125079,2.14,57462,129463,2.25,57583,117326,2.04,52811,114479,2.17,54409,126966,2.33,49411,112132,2.27,44443,100669,2.27,47083,108300,2.3,45659,111561,2.44,45200,112866,2.5,38647.59,96029.742,2.48,37932.97,92522.579,2.44,37021,89411,2.42,35561,97030,2.73,37371,95178,2.55,36244,95152,2.63,35524,102664,2.89,35972,92180,2.56,35103.43,81688,2.33,34617,102307,2.96,34152,96700,2.83,33745.69,91368.38,2.71,32870.89,90272.338,2.75
,Summer,7600,24496,3.22,7338,20493,2.79,5124,14371,2.8,3967,6551,1.65,420,749,1.78,318,774,2.43,6090,17605,2.89,6086,17088,2.81,8143,23537,2.89,6266,16827,2.69,5499.34,15300.228,2.78,3660.19,10687.717,2.92,2678,5286,1.97,4642,13159,2.83,2695,8925,3.31,3839,11150,2.9,456,881,1.93,2005,5467,2.73,2541.88,8394,3.3,3261,10830,3.32,2693,8753,3.25,370.94,1155.483,3.12,15281.44,55507.57,3.63
,Winter,52521,112598,2.14,51104,119346,2.34,53203,112229,2.11,48353,68413,1.41,56200,132403,2.36,64190,153728,2.39,58675,151829,2.59,46004,118856,2.58,42388,105045,2.48,49056,136538,2.78,43364.45,106825.435,2.46,42405.07,121202.428,2.86,39502,94532,2.39,42693,127876,3,42846,132295,3.09,41037,122157,2.98,29533,40730,1.38,37299,100979,2.71,39297.37,125203,3.19,39083,135440,3.47,39909,141539,3.55,42387.05,150861,3.56,25248.39,88386.38,3.5
,Total,118701,262173,2.21,115904,269302,2.32,115910,243926,2.1,105131,189443,1.8,111029,260118,2.34,113919,266634,2.34,109208,270103,2.47,99173,244244,2.46,96190,240143,2.5,100522,266231,2.65,87511.38,218155.405,2.49,83998.23,224412.724,2.67,79201,189229,2.39,82896,238065,2.87,82912,236398,2.85,81120,228459,2.82,65513,144275,2.2,75276,198626,2.64,76942.68,215285,2.8,76961,248577,3.23,76754,246992,3.22,76503.68,243384.863,3.18,73400.72,234166.288,3.19
11. Pathanamthitta,Autumn,1070,2214,2.07,801,1729,2.16,815,1639,2.01,683,1437,2.1,834,1852,2.22,772,1549,2.01,230,550,2.39,105,241,2.3,130,303,2.33,185,466,2.52,112.56,245.279,2.18,45.42,96.016,2.11,34,92,2.71,8,18,2.25,35,53,1.51,28,62,2.21,43,69,1.6,81,92,1.14,24.46,17,0.7,55,47,0.85,17,36,2.12,6.64,11.293,1.7,9.3,16.153,1.74
,Summer,2557,8975,3.51,2299,6215,2.7,2380,6992,2.94,2009,5299,2.64,1702,4699,2.76,955,2460,2.58,952,3128,3.29,1329,3040,2.29,1687,4941,2.93,2208,5782,2.62,2393.46,5289.701,2.21,2282.25,7513.282,3.29,1847,4965,2.69,1970,6304,3.2,2084,6214,2.98,2087,7327,3.51,2068,7194,3.48,2637,7894,2.99,2726.64,10531,3.86,2935,10052,3.42,2951,9096,3.08,3300.91,8052.911,2.44,2876.33,9940.35,3.46
,Winter,2652,5970,2.25,2118,4911,2.32,2236,4890,2.19,2570,5905,2.3,1803,4233,2.35,1564,3509,2.24,1434,3423,2.39,567,1350,2.38,864,2155,2.49,603,1490,2.47,479.99,1092.542,2.28,474.82,1380.156,2.91,399,984,2.47,489,1232,2.52,473,1306,2.76,419,1007,2.4,529,1574,2.98,369,857,2.32,417.67,1128,2.7,514,1289,2.51,783,2012,2.57,217.24,490,2.26,729.34,2001.87,2.74
,Total,6279,17159,2.73,5218,12855,2.46,5431,13521,2.49,5262,12641,2.4,4339,10784,2.49,3291,7518,2.28,2616,7101,2.71,2001,4631,2.31,2681,7399,2.76,2996,7738,2.58,2986.01,6627.522,2.22,2802.49,8989.454,3.21,2280,6041,2.65,2467,7554,3.06,2592,7573,2.92,2534,8396,3.31,2640,8837,3.35,3087,8843,2.86,3168.77,11676,3.68,3504,11388,3.25,3751,11144,2.97,3524.79,8554.204,2.43,3614.97,11958.373,3.31
12. Thiruvananthapuram,Autumn,3388,7216,2.13,3336,7335,2.2,3189,7246,2.27,2551,5666,2.22,2621,6423,2.45,2178,5232,2.4,1403,3602,2.57,1309,3243,2.48,1350,3360,2.49,1417,3942,2.78,1492.8,3593.073,2.41,1204.98,3137.866,2.6,596,1471,2.47,875,2468,2.82,963,2588,2.69,1074,2746,2.56,791,2276,2.88,689,1938,2.81,998.69,2707,2.71,939,2339,2.49,1096,3038,2.77,946.29,2464.832,2.6,843.5,2106.146,2.5
,Summer,9,8,0.89,8,6,0.75,3,3,1,18,26,1.44,2,3,1.5,14,24,1.71,73,187,2.56,77,184,2.39,116,306,2.64,163,340,2.09,267.49,559.537,2.09,112.24,268.309,2.39,40,91,2.28,133,360,2.71,66,174,2.64,142,333,2.35,311,383,1.23,384,927,2.41,126.2,303,2.4,143,346,2.42,87,219,2.52,207.93,515.451,2.48,125.65,312.33,2.49
,Winter,3598,7245,2.01,3466,7345,2.12,3231,6870,2.13,2802,5586,1.99,2573,5930,2.3,2513,5778,2.3,2373,6288,2.65,1481,3755,2.54,1529,3608,2.36,1360,3282,2.41,1158.51,2770.169,2.39,1077.65,2732.521,2.54,1180,2534,2.15,993,2498,2.52,1064,2799,2.63,903,2374,2.63,290,410,1.41,664,1686,2.54,844.02,2157,2.56,782,1953,2.5,947,2403,2.54,687.34,1462,2.13,746.49,1868.81,2.5
,Total,6995,14469,2.07,6810,14686,2.16,6423,14119,2.2,5371,11278,2.1,5196,12356,2.38,4705,11034,2.35,3849,10077,2.62,2867,7182,2.51,2995,7274,2.43,2940,7564,2.57,2918.8,6922.779,2.37,2394.87,6138.696,2.56,1816,4096,2.26,2001,5326,2.66,2093,5561,2.66,2119,5453,2.57,1392,3069,2.2,1737,4551,2.62,1968.91,5167,2.62,1864,4638,2.49,2130,5660,2.66,1841.56,4442.283,2.41,1715.64,4287.286,2.5
13. Thrissur,Autumn,10878,21416,1.97,9809,19830,2.02,9740,20021,2.06,8016,18023,2.25,9641,19964,2.07,7421,14563,1.96,5389,9847,1.83,4149,7378,1.78,4768,9439,1.98,3901,6922,1.77,3033.46,6012.317,1.98,2740.18,5819.23,2.12,2577,5615,2.18,1810,4153,2.29,2864,6282,2.19,1865,4217,2.26,1362,3046,2.24,1638,3492,2.13,1719.79,2090,1.22,1920,3354,1.75,2160,5180,2.4,1772.81,3378.843,1.91,1498.61,2807.928,1.87
,Summer,6328,15668,2.48,6129,15861,2.59,7698,23084,3,6317,18894,2.99,8658,26886,3.11,5877,19489,3.32,5894,20401,3.46,8721,26374,3.02,8834,28887,3.27,8989,28329,3.15,6361.9,20223.936,3.18,7705.17,27973.719,3.63,7476,26342,3.52,7884,27853,3.53,8051,29830,3.71,8869,33160,3.74,6690,22986,3.44,8846,32862,3.71,9925.42,39059,3.94,11597,46803,4.04,10588,43629,4.12,10180.95,37170.293,3.65,9639.64,37544.92,3.89
,Winter,22178,45021,2.03,21074,48590,2.31,19836,44167,2.23,19825,42925,2.17,18052,40613,2.25,17776,38899,2.19,16028,34788,2.17,11552,25629,2.22,14326,33583,2.34,12549,28603,2.28,10863.98,26843.207,2.47,10726.71,28522.888,2.66,13045,35612,2.73,12580,34647,2.75,13236,39904,3.01,13891,41509,2.99,13048,31446,2.41,10994,32760,2.98,10336.37,28305,2.74,9229,26618,2.88,11154,38846,3.48,11704.9,32054,2.74,11729.25,38055.65,3.24
,Total,39384,82105,2.08,37012,84281,2.28,37274,87272,2.34,34158,79842,2.34,36351,87463,2.41,31074,72951,2.35,27311,65036,2.38,24422,59381,2.43,27928,71909,2.57,25439,63854,2.51,20259.34,53079.46,2.62,21172.06,62315.837,2.94,23098,67569,2.93,22274,66653,2.99,24151,76016,3.15,24625,78886,3.2,21100,57478,2.72,21478,69114,3.22,21981.58,69454,3.16,22746,76775,3.38,23902,87655,3.67,23658.66,72603.136,3.07,22867.5,78408.498,3.43
14. Wayanad,Summer,3200,7505,2.35,2952,7351,2.49,2498,6548,2.62,2168,4872,2.25,2324,6278,2.7,2232,6353,2.85,2567,7607,2.96,2995,8606,2.87,2896,8154,2.82,2419,6819,2.82,1834.85,5266.368,2.87,1336.82,3551.955,2.66,1034,2765,2.67,1522,4062,2.67,1039,2844,2.74,617,1530,2.48,327,761,2.33,635,1520,2.39,495.85,1385,2.79,425,1156,2.72,438,1240,2.83,623.85,1611.142,2.58,522.13,1463.75,2.8
,Winter,11800,26297,2.23,9903,24725,2.5,10490,24778,2.36,10175,23549,2.31,9007,22928,2.55,9271,22032,2.38,9265,23115,2.49,9413,23473,2.49,9850,25707,2.61,10576,26338,2.49,9218.78,22644.736,2.46,7658.14,19974.219,2.61,9196,25287,2.75,9959,26693,2.68,8651,23324,2.7,8587,22174,2.58,7495,19886,2.65,7391,20272,2.74,7265.66,20955,2.88,6901,18357,2.66,7627,21848,2.86,7520.06,21198,2.82,7177.6,20333.37,2.83
,Total,15000,33802,2.25,12855,32076,2.5,12988,31326,2.41,12343,28421,2.3,11331,29206,2.58,11503,28385,2.47,11832,30722,2.6,12408,32079,2.59,12746,33861,2.66,12995,33157,2.55,11053.63,27911.104,2.53,8994.96,23526.174,2.62,10230,28052,2.74,11481,30755,2.68,9690,26168,2.7,9204,23704,2.58,7822,20647,2.64,8026,21792,2.72,7761.51,22340,2.88,7326,19513,2.66,8065,23088,2.86,8143.91,22809.142,2.8,7699.73,21797.12,2.83
Total (Rice),,347455,751328,2.16,322368,703504,2.18,310521,688859,2.22,287340,570045,1.98,289974,667105,2.3,275742,629987,2.28,263529,641575,2.43,228938,528488,2.31,234265,590241,2.52,234013,598339,2.56,213186.5,522738.087,2.45,208159.74,568993.494,2.73,197277,508299,2.58,199611,564325,2.83,198159,562092,2.84,196870,549275,2.79,171398,436483,2.55,189086,521310,2.76,198026.21,578256,2.92,198180,605541,3.06,201865,626886,3.11,195733.88,562097.727,2.87,190170.938,592684.492,3.12
10. Sesamum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Alappuzha,Kharif,617,201,0.33,140,36,0.26,74,27,0.36,168,38,0.23,176,48,0.27,62,17,0.27,192,72,0.38,61,12,0.2,93,78,0.84,238,50,0.21,43.05,5.697,0.13,13.93,4.58,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,23,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,617,201,0.33,140,36,0.26,74,27,0.36,168,38,0.23,176,48,0.27,62,17,0.27,192,72,0.38,61,12,0.2,93,78,0.84,238,50,0.21,43.05,5.697,0.13,13.93,4.58,0.33,60,23,0.38,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
2. Ernakulam,Kharif,238,100,0.42,192,82,0.43,161,47,0.29,126,33,0.26,130,23,0.18,54,13,0.24,68,35,0.51,48,10,0.21,26,20,0.77,15,2,0.13,6.06,0.751,0.12,4.31,0.57,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,238,100,0.42,192,82,0.43,161,47,0.29,126,33,0.26,130,23,0.18,54,13,0.24,68,35,0.51,48,10,0.21,26,20,0.77,15,2,0.13,6.06,0.751,0.12,4.31,0.57,0.13,13,11,0.85,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3. Idukki,Kharif,11,8,0.73,7,2,0.29,6,1,0.17,,,,8,6,0.75,,,,7,3,0.43,,,,5,1,0.2,5,2,0.4,,,,0.97,0.124,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Kannur,Kharif,10,6,0.6,4,,0,1,,0,,,,1,,0,4,0.6,0.15,,,,3,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Kasaragod,Kharif,4,,0,,,,,,,,,,,,,3,2,0.67,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Kollam,Kharif,455,229,0.5,93,44,0.47,106,60,0.57,175,86,0.49,183,88,0.48,101,69,0.68,52,31,0.6,100,40,0.4,165,94,0.57,133,86,0.65,190.85,129.21,0.68,54.59,32.22,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,27,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,455,229,0.5,93,44,0.47,106,60,0.57,175,86,0.49,183,88,0.48,101,69,0.68,52,31,0.6,100,40,0.4,165,94,0.57,133,86,0.65,190.85,129.21,0.68,54.59,32.22,0.59,57,27,0.47,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
7. Kottayam,Kharif,6,1,0.17,,,,4,2,0.5,2,1,0.5,1,,0,8,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Kozhikode,Kharif,,,,4,1,0.25,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,,,0,4,1,0.25,,,0,,,0,1,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
9. Malappuram,Kharif,411,170,0.41,293,70,0.24,291,76,0.26,370,91,0.25,242,72,0.3,231,72,0.31,303,137,0.45,239,91,0.38,217,101,0.47,116,48,0.41,170.64,76.188,0.45,101.07,34.13,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,29,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,411,170,0.41,293,70,0.24,291,76,0.26,370,91,0.25,242,72,0.3,231,72,0.31,303,137,0.45,239,91,0.38,217,101,0.47,116,48,0.41,170.64,76.188,0.45,101.07,34.13,0.34,95,29,0.31,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
10. Palakkad,Kharif,142,41,0.29,93,34,0.37,106,26,0.25,159,17,0.11,57,7,0.12,64,11,0.17,98,13,0.13,76,15,0.2,33,9,0.27,63,7,0.11,68.38,9.466,0.14,16.83,3.25,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,142,41,0.29,93,34,0.37,106,26,0.25,159,17,0.11,57,7,0.12,64,11,0.17,98,13,0.13,76,15,0.2,33,9,0.27,63,7,0.11,68.38,9.466,0.14,16.83,3.25,0.19,17,3,0.18,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
11. Pathanamthitta,Kharif,1,,0,2,,0,1,,0,12,2,0.17,3,1,0.33,10,3,0.3,1,,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12. Thiruvananthapuram,Kharif,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13. Thrissur,Kharif,83,34,0.41,31,8,0.26,51,18,0.35,173,15,0.09,61,13,0.21,58,20,0.34,7,1,0.14,3,1,0.33,37,5,0.14,33,11,0.33,35.28,6.028,0.17,4.58,1.156,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,83,34,0.41,31,8,0.26,51,18,0.35,173,15,0.09,61,13,0.21,58,20,0.34,7,1,0.14,3,1,0.33,37,5,0.14,33,11,0.33,35.28,6.028,0.17,4.58,1.156,0.25,13,4,0.31,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
14. Wayanad,Kharif,24,7,0.29,18,6,0.33,10,3,0.3,19,2,0.11,20,2,0.1,5,0.4,0.08,3,1,0.33,1,,0,,,,5,,0,4.55,0.552,0.12,0.28,0.02,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,24,7,0.29,18,6,0.33,10,3,0.3,19,2,0.11,20,2,0.1,5,0.4,0.08,3,1,0.33,1,,0,,,0,5,,0,4.55,0.552,0.12,0.28,0.02,0.07,4,1,0.25,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Total (Sesamum),,2002,797,0.4,878,284,0.32,811,260,0.32,1204,285,0.24,883,260,0.29,600,210,0.35,732,294,0.4,533,171,0.32,576,308,0.53,608,206,0.34,518.81,227.892,0.44,196.56,76.05,0.39,260,98,0.38,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
11. Small millets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Alappuzha,Kharif,,,,,,,,,,5,4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Idukki,Kharif,,,,,,,,,,176,137,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Kasaragod,Kharif,,,,,,,,,,5,3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Kollam,Kharif,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Kottayam,Kharif,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
